0.16853932584269662, 0.6818181818181818, 0.27027027027027023
0.15204678362573099, 0.65, 0.24644549763033174
0.12244897959183673, 0.47368421052631576, 0.19459459459459458
0.10457516339869281, 0.5714285714285714, 0.17679558011049723
0.12727272727272726, 0.5833333333333334, 0.20895522388059698
0.1568627450980392, 0.6153846153846154, 0.25
0.15723270440251572, 0.46296296296296297, 0.23474178403755866
0.15568862275449102, 0.5531914893617021, 0.24299065420560748
0.12571428571428572, 0.6285714285714286, 0.20952380952380953
0.19753086419753085, 0.6956521739130435, 0.3076923076923077
